,0
authority,HCcUvWgSkb6UevUPcvUiuhUAefXgfGyppxK9tY434FPv
if_shares,1559634
last_withdraw_request_shares,0
if_base,0
last_valid_ts,1670804401
last_withdraw_request_value,0
last_withdraw_request_ts,0
cost_basis,2000000
market_index,0
