,0
authority,GontTwDeBduvbW85oHyC8A7GekuT8X1NkZHDDdUWWvsV
if_shares,177350007
last_withdraw_request_shares,0
if_base,0
last_valid_ts,1672224031
last_withdraw_request_value,0
last_withdraw_request_ts,0
cost_basis,250000000
market_index,0
