,0
authority,HoaJnmkTGvbb2s76Wng8CiYistYUi6LX5NDbBYMeW5gP
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,29752792
taker_volume30d,75988947
filler_volume30d,0
last_maker_volume30d_ts,1679010188
last_taker_volume30d_ts,1679099026
last_filler_volume30d_ts,1678926287
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,78885
userfees.total_fee_rebate,5949
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
