,0
authority,9mhL5WpXabHf8a35FcvHataM9uSm8dTvn2DByNac2mjJ
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,1012643730
taker_volume30d,6459783431
filler_volume30d,0
last_maker_volume30d_ts,1668714007
last_taker_volume30d_ts,1668989108
last_filler_volume30d_ts,1667857762
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,7135214
userfees.total_fee_rebate,202547
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
