,0
authority,AcquAN3YeQAzjkn5KTE5xfYRucpyB6ZoCCXG8ac4e83Z
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,313092605
taker_volume30d,71831032025
filler_volume30d,0
last_maker_volume30d_ts,1672363277
last_taker_volume30d_ts,1672367636
last_filler_volume30d_ts,1671746951
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,75087082
userfees.total_fee_rebate,62884
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
