,0
authority,H9ZmrzAp95zFozcpscRNHmRVewnQ3Gc9LDX3gWHRHWwU
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,20949999980
taker_volume30d,2715643589999
filler_volume30d,0
last_maker_volume30d_ts,1680551072
last_taker_volume30d_ts,1680564428
last_filler_volume30d_ts,1675175581
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,3895386155
userfees.total_fee_rebate,4190000
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
