,0
authority,BVFTQzEas8kMPkcugksaTTuLnQJ8ESxtLryk4ngdyvjU
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,0
taker_volume30d,2965883728
filler_volume30d,0
last_maker_volume30d_ts,1671484799
last_taker_volume30d_ts,1672605981
last_filler_volume30d_ts,1671484799
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,4940034
userfees.total_fee_rebate,0
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
