,0
authority,6bCGrCuBmeKjurtmdJf5UzmX8yJ3L4wU5Bf3so13NVRt
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,25000000
taker_volume30d,147601341
filler_volume30d,0
last_maker_volume30d_ts,1676822272
last_taker_volume30d_ts,1678403377
last_filler_volume30d_ts,1676055695
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,84156
userfees.total_fee_rebate,5000
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
