,0
authority,2CmiTEzsZz4TR7F7UQRtgmFH5NpRkqQbUowetdSzMNV6
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,52499448622
taker_volume30d,5815198408
filler_volume30d,0
last_maker_volume30d_ts,1681224113
last_taker_volume30d_ts,1681158717
last_filler_volume30d_ts,1678956221
if_staked_quote_asset_amount,0
number_of_sub_accounts,4
number_of_sub_accounts_created,4
is_referrer,False
userfees.total_fee_paid,10428524
userfees.total_fee_rebate,10469888
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
