,0
authority,BuhEYpvrWV1y18jZoY8Hgfyf2pj3nqYXvmPefvBVzk41
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,611160000
taker_volume30d,2090492342
filler_volume30d,0
last_maker_volume30d_ts,1679512028
last_taker_volume30d_ts,1679679849
last_filler_volume30d_ts,1668508687
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,14640906
userfees.total_fee_rebate,122509
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
