,0
authority,6e2o8CYTBsqG4tYFWmguewykXPdeJT9U6F6im7L8KGfY
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,3713642
taker_volume30d,3715620
filler_volume30d,0
last_maker_volume30d_ts,1671447423
last_taker_volume30d_ts,1671447625
last_filler_volume30d_ts,1671446090
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,3716
userfees.total_fee_rebate,741
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
