,0
authority,84k99e7dsx39S9PXvAqMLnmKs7Cdh9ZXYzSyJ56dqiJ1
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,1062067650
taker_volume30d,6112215306
filler_volume30d,0
last_maker_volume30d_ts,1677524646
last_taker_volume30d_ts,1677612280
last_filler_volume30d_ts,1677518368
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,6179418
userfees.total_fee_rebate,212421
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
