,0
authority,4XQP4tyFAgvJFqppjWxs7JWg76m4sJnh6gf6YtGjpoDB
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,130369952
taker_volume30d,1866882203
filler_volume30d,0
last_maker_volume30d_ts,1672929853
last_taker_volume30d_ts,1673257079
last_filler_volume30d_ts,1668392846
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,6485088
userfees.total_fee_rebate,72992
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
