,0
authority,2TZvpAa3TCnmjDZGZ17ppkoM3NGJVp97ZP1eGtgbH3V9
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,736076269
taker_volume30d,22652358785
filler_volume30d,0
last_maker_volume30d_ts,1679253067
last_taker_volume30d_ts,1680364937
last_filler_volume30d_ts,1677817213
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,34059974
userfees.total_fee_rebate,147218
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
