,0
authority,85dHqtt4hVwhaNEbHn9M1FFvH43H8SBAvVuwKL4WvEiH
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,34535655
taker_volume30d,81667559
filler_volume30d,0
last_maker_volume30d_ts,1673035910
last_taker_volume30d_ts,1674295323
last_filler_volume30d_ts,1672074112
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,28655
userfees.total_fee_rebate,7140
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
