,0
authority,CzkcRY5hSHFpy6iYoKUrZPavbvrv3vWrGLiXM52rav1N
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,9051220
taker_volume30d,13656003
filler_volume30d,0
last_maker_volume30d_ts,1671861921
last_taker_volume30d_ts,1671888639
last_filler_volume30d_ts,1671769339
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,13767
userfees.total_fee_rebate,1824
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
