,0
authority,2raG9w651P2DqdrJuM38QhusXeMV4M3QX8hRMcQGeeUk
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,66779727
taker_volume30d,105404008
filler_volume30d,0
last_maker_volume30d_ts,1677178611
last_taker_volume30d_ts,1678302174
last_filler_volume30d_ts,1676458052
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,106733
userfees.total_fee_rebate,13356
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
