,0
authority,6cBiMRTmbuYoHZ1fe5RWXKh2dfKntAArWV3XBekpgS5u
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,0
taker_volume30d,915365534
filler_volume30d,0
last_maker_volume30d_ts,1667758112
last_taker_volume30d_ts,1668099994
last_filler_volume30d_ts,1667758112
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,588684
userfees.total_fee_rebate,0
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
