,0
authority,6PuJA1631jMr5DUqSC2y6xd8RJtT9dnGCPEzXZMbs1Df
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,4394000
taker_volume30d,9963803
filler_volume30d,0
last_maker_volume30d_ts,1677739747
last_taker_volume30d_ts,1678409367
last_filler_volume30d_ts,1677635344
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,11808
userfees.total_fee_rebate,878
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
