,0
authority,4J5wQ99Q5cwo15n9hVs1oNPB4Xu3WxqjZ8JyZxkH2BYk
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,1262110
taker_volume30d,2104091615
filler_volume30d,0
last_maker_volume30d_ts,1673114546
last_taker_volume30d_ts,1675696955
last_filler_volume30d_ts,1673112660
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,2128561
userfees.total_fee_rebate,252
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
