,0
authority,EVKWaKJbAjCJjJ6oXLNDSxXSsUktxGt3UmpjKJ3TaW4P
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,28079398396
taker_volume30d,2190048664737
filler_volume30d,0
last_maker_volume30d_ts,1679514491
last_taker_volume30d_ts,1680622784
last_filler_volume30d_ts,1673639879
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,7023620280
userfees.total_fee_rebate,17976346
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
