,0
authority,3VGz1GX4m123ACUWScVRmYpBTHuGKiih78nnaJUPEXUa
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,475801576
taker_volume30d,340000334
filler_volume30d,0
last_maker_volume30d_ts,1673337397
last_taker_volume30d_ts,1673282431
last_filler_volume30d_ts,1673258882
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,340010
userfees.total_fee_rebate,97127
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
