,0
authority,Em3YJmteVw9wpmDZ7KULMXPfvRCTqjp5JWsjRedFBLiz
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,233885306
taker_volume30d,733353079
filler_volume30d,0
last_maker_volume30d_ts,1671093168
last_taker_volume30d_ts,1671047278
last_filler_volume30d_ts,1669719109
if_staked_quote_asset_amount,0
number_of_sub_accounts,7
number_of_sub_accounts_created,7
is_referrer,False
userfees.total_fee_paid,904387
userfees.total_fee_rebate,49013
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
