,0
authority,6Z1Y9hyZ9vWAiXVoWUcMM1vNPpgQoKZ67w6XiHAJFjpn
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,760578000
taker_volume30d,600067955
filler_volume30d,0
last_maker_volume30d_ts,1678292911
last_taker_volume30d_ts,1678798849
last_filler_volume30d_ts,1674560236
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,51632
userfees.total_fee_rebate,152115
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
