,0
authority,GedgNGZUe1qepfN4qqAjPG8xAtUahyFgWYLhwTKjJrmT
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,10514150754
taker_volume30d,71039912603
filler_volume30d,0
last_maker_volume30d_ts,1676645273
last_taker_volume30d_ts,1676644854
last_filler_volume30d_ts,1676483130
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,71980081
userfees.total_fee_rebate,2134749
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
