,0
authority,ADwmjTUDnQR7CXN7f34CyMHDZY36YuMZ5UPLWCht7t3F
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,3602348318
taker_volume30d,2933252164
filler_volume30d,0
last_maker_volume30d_ts,1671718670
last_taker_volume30d_ts,1671209501
last_filler_volume30d_ts,1671047911
if_staked_quote_asset_amount,0
number_of_sub_accounts,2
number_of_sub_accounts_created,2
is_referrer,False
userfees.total_fee_paid,2974239
userfees.total_fee_rebate,72051
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
