,0
authority,8CmH9eGrEhXKTurYeNnUhMVr2uDt7nC6xpLXz2g1UPEN
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,3159358156
taker_volume30d,5681444872
filler_volume30d,0
last_maker_volume30d_ts,1678390421
last_taker_volume30d_ts,1681167040
last_filler_volume30d_ts,1676829832
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,15823245
userfees.total_fee_rebate,632460
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
